timestamp,IP_ORIGEM,PORTA_ORIGEM,ZONA_ORIGEM,IP_DESTINO,PORTA_DESTINO,ZONA_DESTINO,PROTOCOLO,APLICACAO,DURACAO_SESSAO,FINAL_SESSAO,BYTES,BYTES_RECEBIDOS,BYTES_ENVIADOS,LABEL
2022-09-06T21:25:30.000-03:00,150161196161,65230,UFPE,150.161.50.201,22,REDE_PRODUCAO,tcp,ssh,27,tcp-fin,10368,5217,5151,Legitimo
2022-09-06T21:26:45.000-03:00,150161196161,65232,UFPE,150.161.50.201,22,REDE_PRODUCAO,tcp,ssh,72,tcp-fin,6794,3243,3551,Legitimo
2022-09-06T21:26:58.000-03:00,150161196161,65234,UFPE,150.161.50.201,22,REDE_PRODUCAO,tcp,ssh,27,tcp-fin,10462,5311,5151,Legitimo
2022-09-06T22:02:57.000-03:00,150161196161,65248,UFPE,150.161.50.200,22,REDE_PRODUCAO,tcp,ssh,35,tcp-fin,9190,4711,4479,Legitimo
2022-09-07T18:50:34.000-03:00,150161196161,57846,UFPE,150.161.50.200,22,REDE_PRODUCAO,tcp,ssh,149,tcp-fin,32664,16625,16039,Legitimo
2022-09-07T18:50:39.000-03:00,150161196161,57806,UFPE,150.161.50.201,22,REDE_PRODUCAO,tcp,ssh,212,tcp-fin,31302,14371,16931,Legitimo
2022-09-08T06:43:48.000-03:00,150161196144,45648,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,245,aged-out,6088,2935,3153,Legitimo
2022-09-08T06:50:41.000-03:00,150.161.0.16,52754,HOMOLOGACAO,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,11608,6771,4837,Legitimo
2022-09-08T06:50:42.000-03:00,150.161.0.16,52756,HOMOLOGACAO,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,11538,6771,4767,Legitimo
2022-09-08T07:06:30.000-03:00,150.161.196.44,45448,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,58,tcp-fin,38800,16983,21817,Legitimo
2022-09-08T07:50:05.000-03:00,150.161.11.70,49995,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,5732038,5609025,123013,Legitimo
2022-09-08T08:12:36.000-03:00,150161196144,45762,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,5220,aged-out,2840476,2196709,643767,Legitimo
2022-09-08T08:38:22.000-03:00,150.161.196.44,40208,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,17,tcp-fin,5814238,5676387,137851,Legitimo
2022-09-08T09:08:29.000-03:00,150.161.1.78,62217,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,150711,tcp-rst-from-client,247006602,188758088,58248514,Legitimo
2022-09-08T09:17:53.000-03:00,150.161.1.78,65518,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,814,tcp-fin,556560,403868,152692,Legitimo
2022-09-08T09:17:54.000-03:00,150.161.1.78,65519,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,815,tcp-fin,7558,4956,2602,Legitimo
2022-09-08T09:19:46.000-03:00,150.161.1.78,49152,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,633,tcp-fin,7682,5020,2662,Legitimo
2022-09-08T09:19:46.000-03:00,150.161.1.78,65534,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,634,tcp-fin,1141510,847174,294336,Legitimo
2022-09-08T09:35:51.000-03:00,150.161.1.78,61172,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,100,tcp-fin,185390,130876,54514,Legitimo
2022-09-08T09:35:51.000-03:00,150.161.1.78,61173,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,100,tcp-rst-from-server,5890,3680,2210,Legitimo
2022-09-08T09:53:16.000-03:00,150.161.1.78,61144,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,1690,tcp-fin,3534684,2492422,1042262,Legitimo
2022-09-08T09:53:42.000-03:00,150.161.1.78,61176,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,1081,tcp-fin,34670,22788,11882,Legitimo
2022-09-08T09:53:43.000-03:00,150.161.1.78,61177,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,1081,tcp-fin,10482,7090,3392,Legitimo
2022-09-08T09:53:59.000-03:00,150.161.1.78,61500,UFPE,150.161.50.253,22,REDE_PRODUCAO,tcp,ssh,58,tcp-rst-from-client,48944,37116,11828,Legitimo
2022-09-08T10:03:37.000-03:00,150.161.11.118,36570,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,12830,6969,5861,Legitimo
2022-09-08T10:35:32.000-03:00,150161196223,55124,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,168810,157261,11549,Legitimo
2022-09-08T10:35:39.000-03:00,150161196223,55126,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,154504,147491,7013,Legitimo
2022-09-08T11:57:35.000-03:00,150161196144,46814,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,11409,aged-out,108286,54961,53325,Legitimo
2022-09-08T12:10:28.000-03:00,150.161.1.60,61373,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,35,tcp-fin,6744,3359,3385,Legitimo
2022-09-08T12:11:33.000-03:00,150.161.197.16,55736,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,23,tcp-fin,75854,65319,10535,Legitimo
2022-09-08T12:12:42.000-03:00,150.161.197.16,55738,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,16,tcp-fin,25970,19891,6079,Legitimo
2022-09-08T12:12:58.000-03:00,150.161.1.60,61444,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,85,tcp-fin,9738,5237,4501,Legitimo
2022-09-08T12:12:58.000-03:00,150.161.1.60,61445,UFPE,150.161.50.139,22,REDE_PRODUCAO,tcp,ssh,85,tcp-fin,8951,6027,2924,Legitimo
2022-09-08T12:15:52.000-03:00,150.161.196.25,57740,UFPE,150.161.50.187,22,REDE_PRODUCAO,tcp,ssh,18,tcp-fin,390520,374713,15807,Legitimo
2022-09-08T12:18:42.000-03:00,150161196144,53354,UFPE,150.161.50.136,22,REDE_PRODUCAO,tcp,ssh,20,tcp-fin,616796,599317,17479,Legitimo
